pointorder,lat,lon,time,ele,distance,seconds,pace
602,53.3744770,-2.9656190,2019-01-22 16:59:13,6.3,0.00598466452409,2.0,5.3418748736
603,53.3745030,-2.9656770,2019-01-22 16:59:15,6.3,0.00481267590587,2.0,6.55569225753
604,53.3745370,-2.9657420,2019-01-22 16:59:17,6.3,0.00573459660336,2.0,5.48760364213
605,53.3745590,-2.9657800,2019-01-22 16:59:18,6.3,0.00351265671355,1.0,4.44684807412
606,53.3745930,-2.9658230,2019-01-22 16:59:20,6.3,0.00473601064579,2.0,7.02296348041
607,53.3746310,-2.9658810,2019-01-22 16:59:22,6.4,0.00571467899048,2.0,5.49975913491
608,53.3746780,-2.9658890,2019-01-22 16:59:24,6.5,0.00525303721332,2.0,6.20732121015
609,53.3747220,-2.9659050,2019-01-22 16:59:26,6.6,0.0050063805919,2.0,6.39490203209
610,53.3747620,-2.9659610,2019-01-22 16:59:28,6.8,0.00579508207496,2.0,5.45120219891
611,53.3747810,-2.9659950,2019-01-22 16:59:29,6.9,0.00309039283118,1.0,5.23583458359
612,53.3747990,-2.9660340,2019-01-22 16:59:30,7.0,0.00327096859144,1.0,5.05719841706
613,53.3748230,-2.9660680,2019-01-22 16:59:31,7.1,0.00349411583001,1.0,4.46195435026
614,53.3748460,-2.9661010,2019-01-22 16:59:32,7.3,0.00336643470279,1.0,4.57050169775
615,53.3748670,-2.9661320,2019-01-22 16:59:33,7.4,0.00311151937023,1.0,5.21386397131
616,53.3749020,-2.9661900,2019-01-22 16:59:35,7.6,0.00547262115145,2.0,6.05455591508
617,53.3749240,-2.9662250,2019-01-22 16:59:36,7.7,0.00337267532699,1.0,4.56500523486
618,53.3749440,-2.9662610,2019-01-22 16:59:37,7.8,0.00326324478496,1.0,5.06443453035
619,53.3749620,-2.9663000,2019-01-22 16:59:38,7.8,0.00327096075978,1.0,5.05720573691
620,53.3749810,-2.9663400,2019-01-22 16:59:39,7.9,0.00339179842087,1.0,4.54828841787
621,53.3750150,-2.9663980,2019-01-22 16:59:41,8.0,0.00539410473173,2.0,6.10775151664
622,53.3750340,-2.9664390,2019-01-22 16:59:42,8.1,0.00344393925682,1.0,4.50365167742
623,53.3750450,-2.9665000,2019-01-22 16:59:43,8.1,0.00422732106804,1.0,3.56556434656
624,53.3750450,-2.9665500,2019-01-22 16:59:44,8.1,0.00331680279417,1.0,5.01495163281
625,53.3750240,-2.9666540,2019-01-22 16:59:46,8.0,0.00728341907604,2.0,4.34596309662
626,53.3750160,-2.9667130,2019-01-22 16:59:47,8.0,0.00401364896888,1.0,4.09149840396
627,53.3750090,-2.9667700,2019-01-22 16:59:48,8.0,0.00386044137761,1.0,4.19037737447
628,53.3750040,-2.9668210,2019-01-22 16:59:49,8.0,0.00342852110458,1.0,4.51670947763
629,53.3750020,-2.9668710,2019-01-22 16:59:50,8.0,0.00332425325744,1.0,5.00819439001
630,53.3750130,-2.9669220,2019-01-22 16:59:51,8.0,0.00359746165384,1.0,4.37973776018
631,53.3750470,-2.9669740,2019-01-22 16:59:53,7.9,0.00511781494855,2.0,6.30791777371
632,53.3750850,-2.9670310,2019-01-22 16:59:55,7.9,0.00567020163187,2.0,5.52721142889
633,53.3751100,-2.9670620,2019-01-22 16:59:56,7.9,0.00345782276675,1.0,4.49199322075
634,53.3751540,-2.9670820,2019-01-22 16:59:58,7.9,0.00506926910007,2.0,6.34534194283
635,53.3752090,-2.9670980,2019-01-22 17:00:00,7.9,0.00620713755372,2.0,5.22209711432
636,53.3752420,-2.9670930,2019-01-22 17:00:01,7.9,0.00368439226084,1.0,4.31415183076
637,53.3752730,-2.9670870,2019-01-22 17:00:02,7.9,0.00346994509662,1.0,4.48188997853
638,53.3753030,-2.9670850,2019-01-22 17:00:03,7.9,0.00333848502045,1.0,4.5953706363
639,53.3753470,-2.9671210,2019-01-22 17:00:05,7.9,0.00544428549921,2.0,6.07357663424
640,53.3753680,-2.9671510,2019-01-22 17:00:06,7.9,0.00306806591022,1.0,5.25938239028
641,53.3753850,-2.9671880,2019-01-22 17:00:07,7.9,0.00309797335326,1.0,5.22791672481
642,53.3754090,-2.9672230,2019-01-22 17:00:08,7.8,0.00353727762806,1.0,4.42703283471
643,53.3754320,-2.9672580,2019-01-22 17:00:09,7.8,0.00345415755686,1.0,4.49506191753
644,53.3754700,-2.9673140,2019-01-22 17:00:11,7.8,0.00562616069577,2.0,5.55482203255
645,53.3755050,-2.9673630,2019-01-22 17:00:13,7.7,0.00507066034334,2.0,6.34425945454
646,53.3755390,-2.9674250,2019-01-22 17:00:15,7.7,0.00558642828736,2.0,5.58010502797
647,53.3755690,-2.9674790,2019-01-22 17:00:17,7.7,0.00489482901483,2.0,6.48594456301
648,53.3755870,-2.9675170,2019-01-22 17:00:18,7.7,0.00321872023823,1.0,5.10682484338
649,53.3756080,-2.9675500,2019-01-22 17:00:19,7.7,0.00320072671078,1.0,5.12429048263
650,53.3756290,-2.9675790,2019-01-22 17:00:20,7.7,0.00302545186961,1.0,5.30529138488
651,53.3756490,-2.9676120,2019-01-22 17:00:21,7.7,0.00312052966007,1.0,5.20458418581
652,53.3756580,-2.9676890,2019-01-22 17:00:23,7.7,0.00520491729581,2.0,6.24252022911
653,53.3756510,-2.9677500,2019-01-22 17:00:24,7.6,0.00412062374996,1.0,4.02681705654
654,53.3756500,-2.9678110,2019-01-22 17:00:25,7.6,0.00404796939242,1.0,4.07037441012
655,53.3756520,-2.9678700,2019-01-22 17:00:26,7.6,0.00392008487817,1.0,4.15096517315
656,53.3756540,-2.9679250,2019-01-22 17:00:27,7.6,0.00365520258406,1.0,4.33582647474
657,53.3756580,-2.9679780,2019-01-22 17:00:28,7.6,0.0035437834371,1.0,4.421842863
658,53.3756640,-2.9680260,2019-01-22 17:00:29,7.6,0.00325323072431,1.0,5.07386744053
659,53.3756690,-2.9680710,2019-01-22 17:00:30,7.6,0.00303641304112,1.0,5.29335958731
660,53.3756760,-2.9681170,2019-01-22 17:00:31,7.6,0.00314912310103,1.0,5.17548716871
661,53.3757020,-2.9681750,2019-01-22 17:00:33,7.6,0.00481258931287,2.0,6.55576703096
662,53.3757380,-2.9682300,2019-01-22 17:00:35,7.6,0.00541619375424,2.0,6.09263008443
663,53.3757740,-2.9682870,2019-01-22 17:00:37,7.6,0.00550643307116,2.0,6.0321153352
664,53.3758030,-2.9683490,2019-01-22 17:00:39,7.6,0.00522620427525,2.0,6.22686916673
665,53.3758330,-2.9684140,2019-01-22 17:00:41,7.6,0.00545153200262,2.0,6.06869349577
666,53.3758710,-2.9684740,2019-01-22 17:00:43,7.6,0.00580475374951,2.0,5.44545192837
667,53.3758960,-2.9685320,2019-01-22 17:00:45,7.6,0.00474660940023,2.0,7.01353398049
668,53.3759180,-2.9685870,2019-01-22 17:00:47,7.6,0.00439263210148,2.0,7.35307877782
669,53.3759470,-2.9686380,2019-01-22 17:00:49,7.6,0.00467370705342,2.0,7.07925836417
670,53.3759700,-2.9687090,2019-01-22 17:00:51,7.6,0.0053593423332,2.0,6.13180117197
671,53.3759820,-2.9687560,2019-01-22 17:00:52,7.6,0.00339126513938,1.0,4.54875204061
672,53.3759960,-2.9688330,2019-01-22 17:00:54,7.6,0.00533972366872,2.0,6.14551217269
673,53.3760060,-2.9688850,2019-01-22 17:00:55,7.6,0.00362419289298,1.0,4.35923503392
674,53.3760130,-2.9689320,2019-01-22 17:00:56,7.6,0.00321341785994,1.0,5.11195133527
675,53.3760210,-2.9690050,2019-01-22 17:00:58,7.6,0.00492345026749,2.0,6.4621919413
676,53.3760200,-2.9690710,2019-01-22 17:01:00,7.6,0.00437949125137,2.0,7.36674048469
677,53.3759900,-2.9691300,2019-01-22 17:01:02,7.6,0.00514249298556,2.0,6.28916427425
678,53.3759660,-2.9692020,2019-01-22 17:01:04,7.6,0.00547109610149,2.0,6.05557461046
679,53.3759560,-2.9692480,2019-01-22 17:01:05,7.6,0.00324768071941,1.0,5.0791204136
680,53.3759490,-2.9692950,2019-01-22 17:01:06,7.6,0.0032134219084,1.0,5.11194741464
681,53.3759510,-2.9693410,2019-01-22 17:01:07,7.6,0.00305948703908,1.0,5.26852177253
682,53.3759630,-2.9694210,2019-01-22 17:01:09,7.5,0.00547195372325,2.0,6.05500167061
683,53.3759780,-2.9694600,2019-01-22 17:01:10,7.5,0.00307811592323,1.0,5.24874054435
684,53.3759940,-2.9694980,2019-01-22 17:01:11,7.5,0.00308533061876,1.0,5.24114373325
685,53.3760180,-2.9695550,2019-01-22 17:01:13,7.5,0.00462799447848,2.0,7.12152633133
686,53.3760330,-2.9696100,2019-01-22 17:01:15,7.5,0.00401158148024,2.0,8.18556494453
687,53.3760560,-2.9696800,2019-01-22 17:01:17,7.5,0.00530113414087,2.0,6.17277757335
688,53.3760910,-2.9697420,2019-01-22 17:01:19,7.5,0.00566223281454,2.0,5.53217549597
689,53.3761260,-2.9698050,2019-01-22 17:01:21,7.5,0.00571059403281,2.0,5.50226261666
690,53.3761450,-2.9698430,2019-01-22 17:01:22,7.5,0.00328899272618,1.0,5.04044454717
691,53.3761880,-2.9699010,2019-01-22 17:01:24,7.5,0.00613710205221,2.0,5.25886710533
692,53.3762260,-2.9699640,2019-01-22 17:01:26,7.4,0.00594294436222,2.0,5.3653352246
693,53.3762590,-2.9700260,2019-01-22 17:01:28,7.4,0.00551173292223,2.0,6.02862284552
694,53.3762770,-2.9700610,2019-01-22 17:01:29,7.4,0.00306533945824,1.0,5.26228143285
695,53.3763100,-2.9701180,2019-01-22 17:01:31,7.4,0.00526887386168,2.0,6.19587754898
696,53.3763300,-2.9701520,2019-01-22 17:01:32,7.4,0.00316739105769,1.0,5.15717251765
697,53.3763480,-2.9701880,2019-01-22 17:01:33,7.4,0.00311587909992,1.0,5.20936714145
698,53.3763660,-2.9702250,2019-01-22 17:01:34,7.3,0.00316700369989,1.0,5.157558673
699,53.3764040,-2.9702950,2019-01-22 17:01:36,7.3,0.00627813854804,2.0,5.18565763513
700,53.3764240,-2.9703420,2019-01-22 17:01:37,7.3,0.0038295878517,1.0,4.2112470551
701,53.3764430,-2.9703820,2019-01-22 17:01:38,7.3,0.00339172716345,1.0,4.548350359
702,53.3764620,-2.9704200,2019-01-22 17:01:39,7.3,0.00328897834612,1.0,5.04045784059
703,53.3764810,-2.9704540,2019-01-22 17:01:40,7.3,0.0030903271285,1.0,5.23590337986
704,53.3765180,-2.9705150,2019-01-22 17:01:42,7.2,0.00577059631423,2.0,5.46584632002
705,53.3765570,-2.9705820,2019-01-22 17:01:44,7.2,0.00620954538275,2.0,5.22084770579
706,53.3765770,-2.9706220,2019-01-22 17:01:45,7.2,0.00346207700219,1.0,4.48843951006
707,53.3766150,-2.9706840,2019-01-22 17:01:47,7.2,0.00589646077556,2.0,5.39186518172
708,53.3766360,-2.9707140,2019-01-22 17:01:48,7.2,0.00306802747852,1.0,5.259423219
709,53.3766530,-2.9707500,2019-01-22 17:01:49,7.2,0.00304563127157,1.0,5.28339155608
710,53.3766720,-2.9707930,2019-01-22 17:01:50,7.1,0.00354955938414,1.0,4.4172510776
711,53.3766890,-2.9708320,2019-01-22 17:01:51,7.1,0.00320404282595,1.0,5.12105690942
712,53.3767050,-2.9708690,2019-01-22 17:01:52,7.1,0.00303134344077,1.0,5.29886738187
713,53.3767380,-2.9709400,2019-01-22 17:01:54,7.1,0.00597040785949,2.0,5.34985489613
714,53.3767560,-2.9709780,2019-01-22 17:01:55,7.1,0.00321866605201,1.0,5.10687714675
715,53.3767900,-2.9710460,2019-01-22 17:01:57,7.0,0.00588551418203,2.0,5.39817378422
716,53.3768090,-2.9710830,2019-01-22 17:01:58,7.0,0.00323840497658,1.0,5.08793991867
717,53.3768250,-2.9711220,2019-01-22 17:01:59,7.0,0.00313971738233,1.0,5.18500004372
718,53.3768430,-2.9711610,2019-01-22 17:02:00,7.0,0.00327087038879,1.0,5.05729020455
719,53.3768740,-2.9712200,2019-01-22 17:02:02,7.0,0.00521525101873,2.0,6.23490649408
720,53.3769070,-2.9712900,2019-01-22 17:02:04,6.9,0.00591820759545,2.0,5.3794015633
721,53.3769280,-2.9713330,2019-01-22 17:02:05,6.9,0.00368624732313,1.0,4.31278596454
722,53.3769520,-2.9713670,2019-01-22 17:02:06,6.9,0.00349404305451,1.0,4.46201396033
723,53.3769920,-2.9714290,2019-01-22 17:02:08,6.9,0.00605778702476,2.0,5.30153567933
724,53.3770310,-2.9714800,2019-01-22 17:02:10,6.9,0.00550006269592,2.0,6.03632218499
725,53.3770540,-2.9715180,2019-01-22 17:02:11,6.9,0.00359087828852,1.0,4.38483401455
726,53.3770910,-2.9715860,2019-01-22 17:02:13,6.9,0.00610512812394,2.0,5.27593452487
727,53.3771110,-2.9716200,2019-01-22 17:02:14,6.9,0.00316736160691,1.0,5.1572018737
728,53.3771440,-2.9716830,2019-01-22 17:02:16,6.9,0.00556133995437,2.0,5.5962556082
729,53.3771760,-2.9717370,2019-01-22 17:02:18,6.9,0.00504891652013,2.0,6.36124592678
730,53.3772000,-2.9717690,2019-01-22 17:02:19,6.9,0.00340990817158,1.0,4.5326302929
731,53.3772320,-2.9718340,2019-01-22 17:02:21,6.9,0.0055902732766,2.0,5.5776426322
732,53.3772710,-2.9719010,2019-01-22 17:02:23,6.9,0.00620949205247,2.0,5.22087536807
733,53.3772940,-2.9719400,2019-01-22 17:02:24,6.9,0.0036377377637,1.0,4.34896120875
734,53.3773250,-2.9720020,2019-01-22 17:02:26,6.9,0.00536616440065,2.0,6.12705688957
735,53.3773590,-2.9720750,2019-01-22 17:02:28,6.9,0.00614334858705,2.0,5.25555350093
736,53.3773760,-2.9721160,2019-01-22 17:02:29,6.9,0.00331204971196,1.0,5.01927835319
737,53.3774180,-2.9721770,2019-01-22 17:02:31,6.9,0.00617923901963,2.0,5.23664450209
738,53.3774410,-2.9722070,2019-01-22 17:02:32,7.0,0.00324047874764,1.0,5.08596376609
739,53.3774810,-2.9722590,2019-01-22 17:02:34,7.0,0.00562853674812,2.0,5.55332138618
740,53.3775280,-2.9723200,2019-01-22 17:02:36,7.0,0.00660946525149,2.0,5.02596340839
741,53.3775550,-2.9723370,2019-01-22 17:02:37,7.0,0.00320705014786,1.0,5.11813022527
742,53.3775800,-2.9723570,2019-01-22 17:02:38,7.0,0.00308020701368,1.0,5.24653503989
743,53.3776290,-2.9724000,2019-01-22 17:02:40,7.0,0.00614997624338,2.0,5.25204508254
744,53.3776530,-2.9724280,2019-01-22 17:02:41,7.0,0.00325136790777,1.0,5.07562856116
745,53.3776790,-2.9724570,2019-01-22 17:02:42,7.0,0.00347255186344,1.0,4.47972660834
746,53.3777300,-2.9725060,2019-01-22 17:02:44,7.0,0.006536343725,2.0,5.05981460606
747,53.3777610,-2.9725390,2019-01-22 17:02:45,7.0,0.00408333322286,1.0,4.04897965809
748,53.3777860,-2.9725580,2019-01-22 17:02:46,7.0,0.00305222243373,1.0,5.2763011927
749,53.3778360,-2.9725890,2019-01-22 17:02:48,7.0,0.00592782286386,2.0,5.37391998029
750,53.3778620,-2.9726050,2019-01-22 17:02:49,7.0,0.00307971545677,1.0,5.24705322306
751,53.3778920,-2.9726240,2019-01-22 17:02:50,7.0,0.00356598370577,1.0,4.40427529263
752,53.3779200,-2.9726390,2019-01-22 17:02:51,7.0,0.00326857669864,1.0,5.05943562657
753,53.3779470,-2.9726460,2019-01-22 17:02:52,7.0,0.00303795607749,1.0,5.29168682658
754,53.3779740,-2.9726570,2019-01-22 17:02:53,7.0,0.00308965491495,1.0,5.23660741257
755,53.3780030,-2.9726600,2019-01-22 17:02:54,7.0,0.00323078704367,1.0,5.09522102968
756,53.3780320,-2.9726650,2019-01-22 17:02:55,7.0,0.00324166355463,1.0,5.08483586636
757,53.3780830,-2.9726550,2019-01-22 17:02:57,7.1,0.00570960241526,2.0,5.50287087356
758,53.3781140,-2.9726510,2019-01-22 17:02:58,7.1,0.00345723892977,1.0,4.49248160256
759,53.3781610,-2.9726530,2019-01-22 17:03:00,7.1,0.00522784505369,2.0,6.22566808974
760,53.3782110,-2.9726480,2019-01-22 17:03:02,7.1,0.00556962968794,2.0,5.59090300802
761,53.3782410,-2.9726530,2019-01-22 17:03:03,7.1,0.00335229412765,1.0,4.58303180426
762,53.3782810,-2.9726930,2019-01-22 17:03:05,7.2,0.0051790531138,2.0,6.26170976828
763,53.3783260,-2.9727320,2019-01-22 17:03:07,7.2,0.00563292334965,2.0,5.55055426082
764,53.3783490,-2.9727630,2019-01-22 17:03:08,7.2,0.00328160341303,1.0,5.04729083359
765,53.3783680,-2.9728000,2019-01-22 17:03:09,7.3,0.003238336884,1.0,5.08800484885
766,53.3783860,-2.9728430,2019-01-22 17:03:10,7.3,0.00348442781861,1.0,4.46991165281
767,53.3784240,-2.9728690,2019-01-22 17:03:12,7.3,0.00456380499662,2.0,7.18230818688
768,53.3784470,-2.9729070,2019-01-22 17:03:13,7.3,0.00359082041271,1.0,4.38487889971
769,53.3784720,-2.9729350,2019-01-22 17:03:14,7.3,0.0033432188001,1.0,4.59112938695
770,53.3785170,-2.9729950,2019-01-22 17:03:16,7.3,0.00639350181505,2.0,5.12817616676
771,53.3785540,-2.9730270,2019-01-22 17:03:18,7.4,0.0046294802946,2.0,7.120139352
772,53.3785890,-2.9730640,2019-01-22 17:03:20,7.4,0.00460103584374,2.0,7.14684724902
773,53.3786100,-2.9730960,2019-01-22 17:03:21,7.4,0.00315562877856,1.0,5.16894055091
774,53.3786330,-2.9731280,2019-01-22 17:03:22,7.4,0.00332355950216,1.0,5.00882231641
775,53.3786700,-2.9731760,2019-01-22 17:03:24,7.4,0.00520227968333,2.0,6.24446842873
776,53.3787220,-2.9732160,2019-01-22 17:03:26,7.4,0.00636181165007,2.0,5.1437585864
777,53.3787580,-2.9732580,2019-01-22 17:03:28,7.4,0.00487701079233,2.0,6.50087261473
778,53.3787840,-2.9732840,2019-01-22 17:03:29,7.4,0.00336637394314,1.0,4.5705553123
779,53.3788090,-2.9733110,2019-01-22 17:03:30,7.4,0.00330682234328,1.0,5.0240511772
780,53.3788240,-2.9733690,2019-01-22 17:03:32,7.4,0.0041931536231,2.0,7.56967976794
781,53.3788040,-2.9734450,2019-01-22 17:03:34,7.4,0.00550984158535,2.0,6.02986842547
782,53.3787950,-2.9734990,2019-01-22 17:03:35,7.4,0.00371900849833,1.0,4.2888887198
783,53.3787910,-2.9735490,2019-01-22 17:03:37,7.4,0.003346202858,2.0,9.57692394894
784,53.3787780,-2.9735930,2019-01-22 17:03:38,7.4,0.00325689838408,1.0,5.07040589565
785,53.3787720,-2.9736400,2019-01-22 17:03:39,7.4,0.00318811165867,1.0,5.13665300047
786,53.3787810,-2.9737340,2019-01-22 17:03:41,7.1,0.00631484516167,2.0,5.16714020502
787,53.3787800,-2.9737820,2019-01-22 17:03:42,6.9,0.00318579253363,1.0,5.13893635396
788,53.3787800,-2.9738280,2019-01-22 17:03:43,6.7,0.0030511909636,1.0,5.27740876245
789,53.3787740,-2.9738980,2019-01-22 17:03:45,6.3,0.00469080492001,2.0,7.06366057448
790,53.3787650,-2.9739760,2019-01-22 17:03:47,6.5,0.00526965847093,2.0,6.19531237372
791,53.3787640,-2.9740300,2019-01-22 17:03:48,6.6,0.00358355973328,1.0,4.39052136542
792,53.3787590,-2.9740770,2019-01-22 17:03:49,6.5,0.0031667103879,1.0,5.15785113732
793,53.3787570,-2.9741550,2019-01-22 17:03:51,6.5,0.00517853867966,2.0,6.26209338912
794,53.3787580,-2.9742420,2019-01-22 17:03:53,6.1,0.00577180497965,2.0,5.4651205421
795,53.3787570,-2.9742890,2019-01-22 17:03:54,6.1,0.00311950525347,1.0,5.20563653127
796,53.3787570,-2.9743670,2019-01-22 17:03:56,6.7,0.00517376138478,2.0,6.26565952941
797,53.3787610,-2.9744450,2019-01-22 17:03:58,6.9,0.00519284443628,2.0,6.25145371586
798,53.3787880,-2.9745180,2019-01-22 17:04:00,7.0,0.0056973321264,2.0,5.51041497253
799,53.3788190,-2.9745960,2019-01-22 17:04:02,7.2,0.0062169005107,2.0,5.21703716596
800,53.3788360,-2.9746360,2019-01-22 17:04:03,7.3,0.00325772792154,1.0,5.06962405727
801,53.3788720,-2.9746970,2019-01-22 17:04:05,7.3,0.00569169365876,2.0,5.51389255977
802,53.3789100,-2.9747470,2019-01-22 17:04:07,7.3,0.00537152306738,2.0,6.12333875311
803,53.3789290,-2.9747930,2019-01-22 17:04:08,7.3,0.00371122915381,1.0,4.29452507122
804,53.3789520,-2.9748260,2019-01-22 17:04:09,7.3,0.00336629746767,1.0,4.57062279732
805,53.3789840,-2.9748760,2019-01-22 17:04:11,7.2,0.00486417612494,2.0,6.51169322128
806,53.3790210,-2.9749340,2019-01-22 17:04:13,7.2,0.00563268857765,2.0,5.5507022489
807,53.3790540,-2.9749900,2019-01-22 17:04:15,7.2,0.00522130533635,2.0,6.23045976277
808,53.3790890,-2.9750600,2019-01-22 17:04:17,7.2,0.00605842547524,2.0,5.30118775608
809,53.3791250,-2.9751210,2019-01-22 17:04:19,6.6,0.00569167657053,2.0,5.5139031096
810,53.3791610,-2.9751800,2019-01-22 17:04:21,6.1,0.00559814651299,2.0,5.57261103359
811,53.3791900,-2.9752350,2019-01-22 17:04:23,6.6,0.00486900739406,2.0,6.5076133966
812,53.3792190,-2.9753080,2019-01-22 17:04:25,6.9,0.005817552988,2.0,5.4378715658
813,53.3792400,-2.9753490,2019-01-22 17:04:26,6.5,0.00358446675324,1.0,4.38981524685
814,53.3792620,-2.9753830,2019-01-22 17:04:27,6.2,0.00332720124966,1.0,5.00552904668
815,53.3792830,-2.9754150,2019-01-22 17:04:28,6.1,0.00315560621586,1.0,5.16896320896
816,53.3793200,-2.9754870,2019-01-22 17:04:30,6.6,0.00630350946659,2.0,5.17283572048
817,53.3793440,-2.9755200,2019-01-22 17:04:31,6.8,0.00345152041811,1.0,4.49727389342
818,53.3793660,-2.9755470,2019-01-22 17:04:32,6.8,0.00303176877904,1.0,5.29840457133
819,53.3793880,-2.9755760,2019-01-22 17:04:33,6.8,0.00311197224558,1.0,5.21339626798
820,53.3794130,-2.9756070,2019-01-22 17:04:34,6.8,0.00345769920673,1.0,4.49209656541
821,53.3794380,-2.9756430,2019-01-22 17:04:35,6.9,0.00366463283707,1.0,4.32878633265
822,53.3794630,-2.9756780,2019-01-22 17:04:36,7.0,0.00362176175803,1.0,4.36108719129
823,53.3794850,-2.9757110,2019-01-22 17:04:37,7.0,0.00328259722914,1.0,5.04636825719
824,53.3795260,-2.9757700,2019-01-22 17:04:39,6.9,0.00600826461158,2.0,5.32874819818
825,53.3795630,-2.9758270,2019-01-22 17:04:41,6.8,0.00558756265856,2.0,5.57937820516
826,53.3796010,-2.9758890,2019-01-22 17:04:43,6.8,0.00589625965173,2.0,5.39198087963
827,53.3796210,-2.9759340,2019-01-22 17:04:44,6.9,0.00372219968817,1.0,4.28658342855
828,53.3796420,-2.9759830,2019-01-22 17:04:45,6.9,0.00400198949958,1.0,4.09875718091
829,53.3796620,-2.9760190,2019-01-22 17:04:46,6.9,0.00326305118599,1.0,5.06461634526
830,53.3796820,-2.9760550,2019-01-22 17:04:47,6.9,0.00326305036433,1.0,5.06461711695
831,53.3797000,-2.9760920,2019-01-22 17:04:48,6.9,0.00316685479624,1.0,5.15770713955
832,53.3797330,-2.9761540,2019-01-22 17:04:50,6.8,0.00551148259406,2.0,6.02878765535
833,53.3797550,-2.9761930,2019-01-22 17:04:51,6.8,0.00356033262275,1.0,4.40872633531
834,53.3797980,-2.9762520,2019-01-22 17:04:53,6.8,0.00617869347723,2.0,5.23693027882
835,53.3798190,-2.9762890,2019-01-22 17:04:54,7.1,0.00338755967162,1.0,4.55197752051
836,53.3798400,-2.9763260,2019-01-22 17:04:55,7.4,0.00338755879577,1.0,4.55197828374
837,53.3798600,-2.9763620,2019-01-22 17:04:56,7.5,0.00326304306022,1.0,5.06462397689
838,53.3798950,-2.9764160,2019-01-22 17:04:58,7.1,0.00528915373834,2.0,6.18132324932
839,53.3799210,-2.9764460,2019-01-22 17:04:59,6.8,0.00350967169614,1.0,4.44926935217
840,53.3799450,-2.9764710,2019-01-22 17:05:00,7.0,0.00314189552038,1.0,5.1827920232
841,53.3799670,-2.9764990,2019-01-22 17:05:01,7.2,0.00307140058687,1.0,5.2558436183
842,53.3800000,-2.9765440,2019-01-22 17:05:03,7.5,0.00473007668272,2.0,7.02826126119
843,53.3800380,-2.9766070,2019-01-22 17:05:05,7.0,0.0059426813246,2.0,5.36548418257
844,53.3800690,-2.9766800,2019-01-22 17:05:07,6.9,0.00594362728562,2.0,5.36494854723
845,53.3800950,-2.9767150,2019-01-22 17:05:08,7.2,0.00370777268506,1.0,4.29703696785
846,53.3801120,-2.9767550,2019-01-22 17:05:09,7.4,0.00325766317287,1.0,5.06968506852
847,53.3801510,-2.9768140,2019-01-22 17:05:11,7.1,0.0058412758454,2.0,5.42390952411
848,53.3801710,-2.9768470,2019-01-22 17:05:12,6.8,0.00312036661161,1.0,5.20475163489
849,53.3801880,-2.9768850,2019-01-22 17:05:13,6.8,0.0031505612287,1.0,5.17403766317
850,53.3802100,-2.9769130,2019-01-22 17:05:14,7.0,0.00307139417789,1.0,5.25585041216
851,53.3802450,-2.9769700,2019-01-22 17:05:16,7.4,0.00542585818631,2.0,6.08605284422
852,53.3802680,-2.9770090,2019-01-22 17:05:17,7.1,0.00363760928894,1.0,4.34905829782
853,53.3802870,-2.9770450,2019-01-22 17:05:18,6.9,0.00318827968902,1.0,5.13648769098
854,53.3803070,-2.9770850,2019-01-22 17:05:19,6.6,0.00346189889766,1.0,4.48858811179
855,53.3803280,-2.9771220,2019-01-22 17:05:20,6.9,0.00338753841954,1.0,4.55199604005
856,53.3803480,-2.9771620,2019-01-22 17:05:21,7.3,0.00346189693945,1.0,4.48858974571
857,53.3803660,-2.9771950,2019-01-22 17:05:22,7.6,0.0029659662847,1.0,5.37158249289
858,53.3803950,-2.9772660,2019-01-22 17:05:24,7.6,0.00570750464999,2.0,5.50415833652
859,53.3804110,-2.9773070,2019-01-22 17:05:25,7.6,0.0032497071595,1.0,5.07720034735
860,53.3804280,-2.9773460,2019-01-22 17:05:26,7.5,0.00320385943785,1.0,5.12123555793
861,53.3804730,-2.9774110,2019-01-22 17:05:28,7.5,0.00660492297646,2.0,5.02804439526
862,53.3804970,-2.9774440,2019-01-22 17:05:29,7.5,0.00345148283308,1.0,4.49730544338
863,53.3805230,-2.9774810,2019-01-22 17:05:30,7.7,0.00379222564494,1.0,4.23697388718
864,53.3805450,-2.9775090,2019-01-22 17:05:31,7.8,0.00307138534378,1.0,5.25585977685
865,53.3805860,-2.9775610,2019-01-22 17:05:33,7.6,0.0057166599142,2.0,5.4985464065
866,53.3806040,-2.9775980,2019-01-22 17:05:34,7.4,0.00316681442087,1.0,5.15774739881
867,53.3806200,-2.9776370,2019-01-22 17:05:35,7.3,0.003139527435,1.0,5.18519274223
868,53.3806550,-2.9777060,2019-01-22 17:05:37,7.6,0.00600761422299,2.0,5.32910857083
869,53.3806750,-2.9777410,2019-01-22 17:05:38,7.7,0.00321479092308,1.0,5.11062219574
870,53.3806940,-2.9777770,2019-01-22 17:05:39,7.5,0.00318826259644,1.0,5.13650450599
871,53.3807320,-2.9778400,2019-01-22 17:05:41,7.1,0.00594263343794,2.0,5.36551130216
872,53.3807510,-2.9778740,2019-01-22 17:05:42,7.1,0.00309016209772,1.0,5.23607619399
873,53.3807740,-2.9779060,2019-01-22 17:05:43,7.3,0.00332349134923,1.0,5.0088840166
874,53.3807970,-2.9779440,2019-01-22 17:05:44,7.5,0.00359072277565,1.0,4.38495462468
875,53.3808200,-2.9779790,2019-01-22 17:05:45,7.6,0.00345396012806,1.0,4.49522739963
